,Clase,Sobrevivió,Nombre,Sexo,Ticket,Tarifa
710,3,0,"Carr, Miss. Jeannie",Mujer,368364,7.75
711,3,0,"Carver, Mr. Alfred John",Hombre,392095,7.25
712,3,0,"Celotti, Mr. Francesco",Hombre,343275,8.05
713,3,0,"Charters, Mr. David",Hombre,A/5. 13032,7.7333
714,3,1,"Chip, Mr. Chang",Hombre,1601,56.4958
715,3,0,"Christmann, Mr. Emil",Hombre,343276,8.05
716,3,0,"Chronopoulos, Mr. Apostolos",Hombre,2680,14.4542
717,3,0,"Chronopoulos, Mr. Demetrios",Hombre,2680,14.4542
718,3,0,"Coelho, Mr. Domingos Fernandeo",Hombre,SOTON/O.Q. 3101307,7.05
719,3,1,"Cohen, Mr. Gurshon ""Gus""",Hombre,A/5 3540,8.05
720,3,0,"Colbert, Mr. Patrick",Hombre,371109,7.25
721,3,0,"Coleff, Mr. Peju",Hombre,349210,7.4958
722,3,0,"Coleff, Mr. Satio",Hombre,349209,7.4958
723,3,0,"Conlon, Mr. Thomas Henry",Hombre,21332,7.7333
724,3,0,"Connaghton, Mr. Michael",Hombre,335097,7.75
725,3,1,"Connolly, Miss. Kate",Mujer,370373,7.75
726,3,0,"Connolly, Miss. Kate",Mujer,330972,7.6292
727,3,0,"Connors, Mr. Patrick",Hombre,370369,7.75
728,3,0,"Cook, Mr. Jacob",Hombre,A/5 3536,8.05
729,3,0,"Cor, Mr. Bartol",Hombre,349230,7.8958
730,3,0,"Cor, Mr. Ivan",Hombre,349229,7.8958
731,3,0,"Cor, Mr. Liudevit",Hombre,349231,7.8958
732,3,0,"Corn, Mr. Harry",Hombre,SOTON/OQ 392090,8.05
733,3,1,"Coutts, Master. Eden Leslie ""Neville""",Hombre,C.A. 37671,15.9
734,3,1,"Coutts, Master. William Loch ""William""",Hombre,C.A. 37671,15.9
735,3,1,"Coutts, Mrs. William (Winnie ""Minnie"" Treanor)",Mujer,C.A. 37671,15.9
736,3,0,"Coxon, Mr. Daniel",Hombre,364500,7.25
737,3,0,"Crease, Mr. Ernest James",Hombre,S.P. 3464,8.1583
738,3,1,"Cribb, Miss. Laura Alice",Mujer,371362,16.1
739,3,0,"Cribb, Mr. John Hatfield",Hombre,371362,16.1
740,3,0,"Culumovic, Mr. Jeso",Hombre,315090,8.6625
741,3,0,"Daher, Mr. Shedid",Hombre,2698,7.225
742,3,1,"Dahl, Mr. Karl Edwart",Hombre,7598,8.05
743,3,0,"Dahlberg, Miss. Gerda Ulrika",Mujer,7552,10.5167
744,3,0,"Dakic, Mr. Branko",Hombre,349228,10.1708
745,3,1,"Daly, Miss. Margaret Marcella ""Maggie""",Mujer,382650,6.95
746,3,1,"Daly, Mr. Eugene Patrick",Hombre,382651,7.75
747,3,0,"Danbom, Master. Gilbert Sigvard Emanuel",Hombre,347080,14.4
748,3,0,"Danbom, Mr. Ernst Gilbert",Hombre,347080,14.4
749,3,0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",Mujer,347080,14.4
750,3,0,"Danoff, Mr. Yoto",Hombre,349219,7.8958
751,3,0,"Dantcheff, Mr. Ristiu",Hombre,349203,7.8958
752,3,0,"Davies, Mr. Alfred J",Hombre,A/4 48871,24.15
753,3,0,"Davies, Mr. Evan",Hombre,SC/A4 23568,8.05
754,3,0,"Davies, Mr. John Samuel",Hombre,A/4 48871,24.15
755,3,0,"Davies, Mr. Joseph",Hombre,A/4 48873,8.05
756,3,0,"Davison, Mr. Thomas Henry",Hombre,386525,16.1
757,3,1,"Davison, Mrs. Thomas Henry (Mary E Finck)",Mujer,386525,16.1
758,3,1,"de Messemaeker, Mr. Guillaume Joseph",Hombre,345572,17.4
759,3,1,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",Mujer,345572,17.4
760,3,1,"de Mulder, Mr. Theodore",Hombre,345774,9.5
761,3,0,"de Pelsmaeker, Mr. Alfons",Hombre,345778,9.5
762,3,1,"Dean, Master. Bertram Vere",Hombre,C.A. 2315,20.575
763,3,1,"Dean, Miss. Elizabeth Gladys ""Millvina""",Mujer,C.A. 2315,20.575
764,3,0,"Dean, Mr. Bertram Frank",Hombre,C.A. 2315,20.575
765,3,1,"Dean, Mrs. Bertram (Eva Georgetta Light)",Mujer,C.A. 2315,20.575
766,3,0,"Delalic, Mr. Redjo",Hombre,349250,7.8958
767,3,0,"Demetri, Mr. Marinko",Hombre,349238,7.8958
768,3,0,"Denkoff, Mr. Mitto",Hombre,349225,7.8958
769,3,0,"Dennis, Mr. Samuel",Hombre,A/5 21172,7.25
770,3,0,"Dennis, Mr. William",Hombre,A/5 21175,7.25
771,3,1,"Devaney, Miss. Margaret Delia",Mujer,330958,7.8792
772,3,0,"Dika, Mr. Mirko",Hombre,349232,7.8958
773,3,0,"Dimic, Mr. Jovan",Hombre,315088,8.6625
774,3,0,"Dintcheff, Mr. Valtcho",Hombre,349226,7.8958
775,3,0,"Doharr, Mr. Tannous",Hombre,2686,7.2292
776,3,0,"Dooley, Mr. Patrick",Hombre,370376,7.75
777,3,1,"Dorking, Mr. Edward Arthur",Hombre,A/5. 10482,8.05
778,3,1,"Dowdell, Miss. Elizabeth",Mujer,364516,12.475
779,3,0,"Doyle, Miss. Elizabeth",Mujer,368702,7.75
780,3,1,"Drapkin, Miss. Jennie",Mujer,SOTON/OQ 392083,8.05
781,3,0,"Drazenoic, Mr. Jozef",Hombre,349241,7.8958
782,3,0,"Duane, Mr. Frank",Hombre,336439,7.75
783,3,1,"Duquemin, Mr. Joseph",Hombre,S.O./P.P. 752,7.55
784,3,0,"Dyker, Mr. Adolf Fredrik",Hombre,347072,13.9
785,3,1,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",Mujer,347072,13.9
786,3,0,"Edvardsson, Mr. Gustaf Hjalmar",Hombre,349912,7.775
787,3,0,"Eklund, Mr. Hans Linus",Hombre,347074,7.775
788,3,0,"Ekstrom, Mr. Johan",Hombre,347061,6.975
789,3,0,"Elias, Mr. Dibo",Hombre,2674,7.225
790,3,0,"Elias, Mr. Joseph",Hombre,2675,7.2292
791,3,0,"Elias, Mr. Joseph Jr",Hombre,2690,7.2292
792,3,0,"Elias, Mr. Tannous",Hombre,2695,7.2292
793,3,0,"Elsbury, Mr. William James",Hombre,A/5 3902,7.25
794,3,1,"Emanuel, Miss. Virginia Ethel",Mujer,364516,12.475
795,3,0,"Emir, Mr. Farred Chehab",Hombre,2631,7.225
796,3,0,"Everett, Mr. Thomas James",Hombre,C.A. 6212,15.1
797,3,0,"Farrell, Mr. James",Hombre,367232,7.75
798,3,1,"Finoli, Mr. Luigi",Hombre,SOTON/O.Q. 3101308,7.05
799,3,0,"Fischer, Mr. Eberhard Thelander",Hombre,350036,7.7958
800,3,0,"Fleming, Miss. Honora",Mujer,364859,7.75
801,3,0,"Flynn, Mr. James",Hombre,364851,7.75
802,3,0,"Flynn, Mr. John",Hombre,368323,6.95
803,3,0,"Foley, Mr. Joseph",Hombre,330910,7.8792
804,3,0,"Foley, Mr. William",Hombre,365235,7.75
805,3,1,"Foo, Mr. Choong",Hombre,1601,56.4958
806,3,0,"Ford, Miss. Doolina Margaret ""Daisy""",Mujer,W./C. 6608,34.375
807,3,0,"Ford, Miss. Robina Maggie ""Ruby""",Mujer,W./C. 6608,34.375
808,3,0,"Ford, Mr. Arthur",Hombre,A/5 1478,8.05
809,3,0,"Ford, Mr. Edward Watson",Hombre,W./C. 6608,34.375
810,3,0,"Ford, Mr. William Neal",Hombre,W./C. 6608,34.375
811,3,0,"Ford, Mrs. Edward (Margaret Ann Watson)",Mujer,W./C. 6608,34.375
812,3,0,"Fox, Mr. Patrick",Hombre,368573,7.75
813,3,0,"Franklin, Mr. Charles (Charles Fardon)",Hombre,SOTON/O.Q. 3101314,7.25
814,3,0,"Gallagher, Mr. Martin",Hombre,36864,7.7417
815,3,0,"Garfirth, Mr. John",Hombre,358585,14.5
816,3,0,"Gheorgheff, Mr. Stanio",Hombre,349254,7.8958
817,3,0,"Gilinski, Mr. Eliezer",Hombre,14973,8.05
818,3,1,"Gilnagh, Miss. Katherine ""Katie""",Mujer,35851,7.7333
819,3,1,"Glynn, Miss. Mary Agatha",Mujer,335677,7.75
820,3,1,"Goldsmith, Master. Frank John William ""Frankie""",Hombre,363291,20.525
821,3,0,"Goldsmith, Mr. Frank John",Hombre,363291,20.525
822,3,0,"Goldsmith, Mr. Nathan",Hombre,SOTON/O.Q. 3101263,7.85
823,3,1,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",Mujer,363291,20.525
824,3,0,"Goncalves, Mr. Manuel Estanslas",Hombre,SOTON/O.Q. 3101306,7.05
825,3,0,"Goodwin, Master. Harold Victor",Hombre,CA 2144,46.9
826,3,0,"Goodwin, Master. Sidney Leonard",Hombre,CA 2144,46.9
827,3,0,"Goodwin, Master. William Frederick",Hombre,CA 2144,46.9
828,3,0,"Goodwin, Miss. Jessie Allis",Mujer,CA 2144,46.9
829,3,0,"Goodwin, Miss. Lillian Amy",Mujer,CA 2144,46.9
830,3,0,"Goodwin, Mr. Charles Edward",Hombre,CA 2144,46.9
831,3,0,"Goodwin, Mr. Charles Frederick",Hombre,CA 2144,46.9
832,3,0,"Goodwin, Mrs. Frederick (Augusta Tyler)",Mujer,CA 2144,46.9
833,3,0,"Green, Mr. George Henry",Hombre,21440,8.05
834,3,0,"Gronnestad, Mr. Daniel Danielsen",Hombre,8471,8.3625
835,3,0,"Guest, Mr. Robert",Hombre,376563,8.05
836,3,0,"Gustafsson, Mr. Alfred Ossian",Hombre,7534,9.8458
837,3,0,"Gustafsson, Mr. Anders Vilhelm",Hombre,3101276,7.925
838,3,0,"Gustafsson, Mr. Johan Birger",Hombre,3101277,7.925
839,3,0,"Gustafsson, Mr. Karl Gideon",Hombre,347069,7.775
840,3,0,"Haas, Miss. Aloisia",Mujer,349236,8.85
841,3,0,"Hagardon, Miss. Kate",Mujer,AQ/3. 30631,7.7333
842,3,0,"Hagland, Mr. Ingvald Olai Olsen",Hombre,65303,19.9667
843,3,0,"Hagland, Mr. Konrad Mathias Reiersen",Hombre,65304,19.9667
844,3,0,"Hakkarainen, Mr. Pekka Pietari",Hombre,STON/O2. 3101279,15.85
845,3,1,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",Mujer,STON/O2. 3101279,15.85
846,3,0,"Hampe, Mr. Leon",Hombre,345769,9.5
847,3,0,"Hanna, Mr. Mansour",Hombre,2693,7.2292
848,3,0,"Hansen, Mr. Claus Peter",Hombre,350026,14.1083
849,3,0,"Hansen, Mr. Henrik Juul",Hombre,350025,7.8542
850,3,0,"Hansen, Mr. Henry Damsgaard",Hombre,350029,7.8542
851,3,1,"Hansen, Mrs. Claus Peter (Jennie L Howard)",Mujer,350026,14.1083
852,3,0,"Harknett, Miss. Alice Phoebe",Mujer,W./C. 6609,7.55
853,3,0,"Harmer, Mr. Abraham (David Lishin)",Hombre,374887,7.25
854,3,0,"Hart, Mr. Henry",Hombre,394140,6.8583
855,3,0,"Hassan, Mr. Houssein G N",Hombre,2699,18.7875
856,3,1,"Healy, Miss. Hanora ""Nora""",Mujer,370375,7.75
857,3,1,"Hedman, Mr. Oskar Arvid",Hombre,347089,6.975
858,3,1,"Hee, Mr. Ling",Hombre,1601,56.4958
859,3,0,"Hegarty, Miss. Hanora ""Nora""",Mujer,365226,6.75
860,3,1,"Heikkinen, Miss. Laina",Mujer,STON/O2. 3101282,7.925
861,3,0,"Heininen, Miss. Wendla Maria",Mujer,STON/O2. 3101290,7.925
862,3,1,"Hellstrom, Miss. Hilda Maria",Mujer,7548,8.9625
863,3,0,"Hendekovic, Mr. Ignjac",Hombre,349243,7.8958
864,3,0,"Henriksson, Miss. Jenny Lovisa",Mujer,347086,7.775
865,3,0,"Henry, Miss. Delia",Mujer,382649,7.75
866,3,1,"Hirvonen, Miss. Hildur E",Mujer,3101298,12.2875
867,3,1,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",Mujer,3101298,12.2875
868,3,0,"Holm, Mr. John Fredrik Alexander",Hombre,C 7075,6.45
869,3,0,"Holthen, Mr. Johan Martin",Hombre,C 4001,22.525
870,3,1,"Honkanen, Miss. Eliina",Mujer,STON/O2. 3101283,7.925
871,3,0,"Horgan, Mr. John",Hombre,370377,7.75
872,3,1,"Howard, Miss. May Elizabeth",Mujer,A. 2. 39186,8.05
873,3,0,"Humblen, Mr. Adolf Mathias Nicolai Olsen",Hombre,348121,7.65
874,3,1,"Hyman, Mr. Abraham",Hombre,3470,7.8875
875,3,0,"Ibrahim Shawah, Mr. Yousseff",Hombre,2685,7.2292
876,3,0,"Ilieff, Mr. Ylio",Hombre,349220,7.8958
877,3,0,"Ilmakangas, Miss. Ida Livija",Mujer,STON/O2. 3101270,7.925
878,3,0,"Ilmakangas, Miss. Pieta Sofia",Mujer,STON/O2. 3101271,7.925
879,3,0,"Ivanoff, Mr. Kanio",Hombre,349201,7.8958
880,3,1,"Jalsevac, Mr. Ivan",Hombre,349240,7.8958
881,3,1,"Jansson, Mr. Carl Olof",Hombre,350034,7.7958
882,3,0,"Jardin, Mr. Jose Neto",Hombre,SOTON/O.Q. 3101305,7.05
883,3,0,"Jensen, Mr. Hans Peder",Hombre,350050,7.8542
884,3,0,"Jensen, Mr. Niels Peder",Hombre,350047,7.8542
885,3,0,"Jensen, Mr. Svend Lauritz",Hombre,350048,7.0542
886,3,1,"Jermyn, Miss. Annie",Mujer,14313,7.75
887,3,1,"Johannesen-Bratthammer, Mr. Bernt",Hombre,65306,8.1125
888,3,0,"Johanson, Mr. Jakob Alfred",Hombre,3101264,6.4958
889,3,1,"Johansson Palmquist, Mr. Oskar Leander",Hombre,347070,7.775
890,3,0,"Johansson, Mr. Erik",Hombre,350052,7.7958
891,3,0,"Johansson, Mr. Gustaf Joel",Hombre,7540,8.6542
892,3,0,"Johansson, Mr. Karl Johan",Hombre,347063,7.775
893,3,0,"Johansson, Mr. Nils",Hombre,347467,7.8542
894,3,1,"Johnson, Master. Harold Theodor",Hombre,347742,11.1333
895,3,1,"Johnson, Miss. Eleanor Ileen",Mujer,347742,11.1333
896,3,0,"Johnson, Mr. Alfred",Hombre,LINE,0.0
897,3,0,"Johnson, Mr. Malkolm Joackim",Hombre,347062,7.775
898,3,0,"Johnson, Mr. William Cahoone Jr",Hombre,LINE,0.0
899,3,1,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",Mujer,347742,11.1333
900,3,0,"Johnston, Master. William Arthur ""Willie""",Hombre,W./C. 6607,23.45
901,3,0,"Johnston, Miss. Catherine Helen ""Carrie""",Mujer,W./C. 6607,23.45
902,3,0,"Johnston, Mr. Andrew G",Hombre,W./C. 6607,23.45
903,3,0,"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)",Mujer,W./C. 6607,23.45
904,3,0,"Jonkoff, Mr. Lalio",Hombre,349204,7.8958
905,3,1,"Jonsson, Mr. Carl",Hombre,350417,7.8542
906,3,0,"Jonsson, Mr. Nils Hilding",Hombre,350408,7.8542
907,3,0,"Jussila, Miss. Katriina",Mujer,4136,9.825
908,3,0,"Jussila, Miss. Mari Aina",Mujer,4137,9.825
909,3,1,"Jussila, Mr. Eiriik",Hombre,STON/O 2. 3101286,7.925
910,3,0,"Kallio, Mr. Nikolai Erland",Hombre,STON/O 2. 3101274,7.125
911,3,0,"Kalvik, Mr. Johannes Halvorsen",Hombre,8475,8.4333
912,3,0,"Karaic, Mr. Milan",Hombre,349246,7.8958
913,3,1,"Karlsson, Mr. Einar Gervasius",Hombre,350053,7.7958
914,3,0,"Karlsson, Mr. Julius Konrad Eugen",Hombre,347465,7.8542
915,3,0,"Karlsson, Mr. Nils August",Hombre,350060,7.5208
916,3,1,"Karun, Miss. Manca",Mujer,349256,13.4167
917,3,1,"Karun, Mr. Franz",Hombre,349256,13.4167
918,3,0,"Kassem, Mr. Fared",Hombre,2700,7.2292
919,3,0,"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")",Hombre,2682,7.2292
920,3,0,"Keane, Mr. Andrew ""Andy""",Hombre,12460,7.75
921,3,0,"Keefe, Mr. Arthur",Hombre,323592,7.25
922,3,1,"Kelly, Miss. Anna Katherine ""Annie Kate""",Mujer,9234,7.75
923,3,1,"Kelly, Miss. Mary",Mujer,14312,7.75
924,3,0,"Kelly, Mr. James",Hombre,330911,7.8292
925,3,0,"Kelly, Mr. James",Hombre,363592,8.05
926,3,1,"Kennedy, Mr. John",Hombre,368783,7.75
927,3,0,"Khalil, Mr. Betros",Hombre,2660,14.4542
928,3,0,"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)",Mujer,2660,14.4542
929,3,0,"Kiernan, Mr. John",Hombre,367227,7.75
930,3,0,"Kiernan, Mr. Philip",Hombre,367229,7.75
931,3,0,"Kilgannon, Mr. Thomas J",Hombre,36865,7.7375
932,3,0,"Kink, Miss. Maria",Mujer,315152,8.6625
933,3,0,"Kink, Mr. Vincenz",Hombre,315151,8.6625
934,3,1,"Kink-Heilmann, Miss. Luise Gretchen",Mujer,315153,22.025
935,3,1,"Kink-Heilmann, Mr. Anton",Hombre,315153,22.025
936,3,1,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",Mujer,315153,22.025
937,3,0,"Klasen, Miss. Gertrud Emilia",Mujer,350405,12.1833
938,3,0,"Klasen, Mr. Klas Albin",Hombre,350404,7.8542
939,3,0,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",Mujer,350405,12.1833
940,3,0,"Kraeff, Mr. Theodor",Hombre,349253,7.8958
941,3,1,"Krekorian, Mr. Neshan",Hombre,2654,7.2292
942,3,0,"Lahoud, Mr. Sarkis",Hombre,2624,7.225
943,3,0,"Laitinen, Miss. Kristina Sofia",Mujer,4135,9.5875
944,3,0,"Laleff, Mr. Kristo",Hombre,349217,7.8958
945,3,1,"Lam, Mr. Ali",Hombre,1601,56.4958
946,3,0,"Lam, Mr. Len",Hombre,1601,56.4958
947,3,1,"Landergren, Miss. Aurora Adelia",Mujer,C 7077,7.25
948,3,0,"Lane, Mr. Patrick",Hombre,7935,7.75
949,3,1,"Lang, Mr. Fang",Hombre,1601,56.4958
950,3,0,"Larsson, Mr. August Viktor",Hombre,7545,9.4833
951,3,0,"Larsson, Mr. Bengt Edvin",Hombre,347067,7.775
952,3,0,"Larsson-Rondberg, Mr. Edvard A",Hombre,347065,7.775
953,3,1,"Leeni, Mr. Fahim (""Philip Zenni"")",Hombre,2620,7.225
954,3,0,"Lefebre, Master. Henry Forbes",Hombre,4133,25.4667
955,3,0,"Lefebre, Miss. Ida",Mujer,4133,25.4667
956,3,0,"Lefebre, Miss. Jeannie",Mujer,4133,25.4667
957,3,0,"Lefebre, Miss. Mathilde",Mujer,4133,25.4667
958,3,0,"Lefebre, Mrs. Frank (Frances)",Mujer,4133,25.4667
959,3,0,"Leinonen, Mr. Antti Gustaf",Hombre,STON/O 2. 3101292,7.925
960,3,0,"Lemberopolous, Mr. Peter L",Hombre,2683,6.4375
961,3,0,"Lennon, Miss. Mary",Mujer,370371,15.5
962,3,0,"Lennon, Mr. Denis",Hombre,370371,15.5
963,3,0,"Leonard, Mr. Lionel",Hombre,LINE,0.0
964,3,0,"Lester, Mr. James",Hombre,A/4 48871,24.15
965,3,0,"Lievens, Mr. Rene Aime",Hombre,345781,9.5
966,3,0,"Lindahl, Miss. Agda Thorilda Viktoria",Mujer,347071,7.775
967,3,0,"Lindblom, Miss. Augusta Charlotta",Mujer,347073,7.75
968,3,0,"Lindell, Mr. Edvard Bengtsson",Hombre,349910,15.55
969,3,0,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",Mujer,349910,15.55
970,3,1,"Lindqvist, Mr. Eino William",Hombre,STON/O 2. 3101285,7.925
971,3,0,"Linehan, Mr. Michael",Hombre,330971,7.8792
972,3,0,"Ling, Mr. Lee",Hombre,1601,56.4958
973,3,0,"Lithman, Mr. Simon",Hombre,S.O./P.P. 251,7.55
974,3,0,"Lobb, Mr. William Arthur",Hombre,A/5. 3336,16.1
975,3,0,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",Mujer,A/5. 3336,16.1
976,3,0,"Lockyer, Mr. Edward",Hombre,1222,7.8792
977,3,0,"Lovell, Mr. John Hall (""Henry"")",Hombre,A/5 21173,7.25
978,3,1,"Lulic, Mr. Nikola",Hombre,315098,8.6625
979,3,0,"Lundahl, Mr. Johan Svensson",Hombre,347743,7.0542
980,3,1,"Lundin, Miss. Olga Elida",Mujer,347469,7.8542
981,3,1,"Lundstrom, Mr. Thure Edvin",Hombre,350403,7.5792
982,3,0,"Lyntakoff, Mr. Stanko",Hombre,349235,7.8958
983,3,0,"MacKay, Mr. George William",Hombre,C.A. 42795,7.55
984,3,1,"Madigan, Miss. Margaret ""Maggie""",Mujer,370370,7.75
985,3,1,"Madsen, Mr. Fridtjof Arne",Hombre,C 17369,7.1417
986,3,0,"Maenpaa, Mr. Matti Alexanteri",Hombre,STON/O 2. 3101275,7.125
987,3,0,"Mahon, Miss. Bridget Delia",Mujer,330924,7.8792
988,3,0,"Mahon, Mr. John",Hombre,AQ/4 3130,7.75
989,3,0,"Maisner, Mr. Simon",Hombre,A/S 2816,8.05
990,3,0,"Makinen, Mr. Kalle Edvard",Hombre,STON/O 2. 3101268,7.925
991,3,1,"Mamee, Mr. Hanna",Hombre,2677,7.2292
992,3,0,"Mangan, Miss. Mary",Mujer,364850,7.75
993,3,1,"Mannion, Miss. Margareth",Mujer,36866,7.7375
994,3,0,"Mardirosian, Mr. Sarkis",Hombre,2655,7.2292
995,3,0,"Markoff, Mr. Marin",Hombre,349213,7.8958
996,3,0,"Markun, Mr. Johann",Hombre,349257,7.8958
997,3,1,"Masselmani, Mrs. Fatima",Mujer,2649,7.225
998,3,0,"Matinoff, Mr. Nicola",Hombre,349255,7.8958
999,3,1,"McCarthy, Miss. Catherine ""Katie""",Mujer,383123,7.75
1000,3,1,"McCormack, Mr. Thomas Joseph",Hombre,367228,7.75
1001,3,1,"McCoy, Miss. Agnes",Mujer,367226,23.25
1002,3,1,"McCoy, Miss. Alicia",Mujer,367226,23.25
1003,3,1,"McCoy, Mr. Bernard",Hombre,367226,23.25
1004,3,1,"McDermott, Miss. Brigdet Delia",Mujer,330932,7.7875
1005,3,0,"McEvoy, Mr. Michael",Hombre,36568,15.5
1006,3,1,"McGovern, Miss. Mary",Mujer,330931,7.8792
1007,3,1,"McGowan, Miss. Anna ""Annie""",Mujer,330923,8.0292
1008,3,0,"McGowan, Miss. Katherine",Mujer,9232,7.75
1009,3,0,"McMahon, Mr. Martin",Hombre,370372,7.75
1010,3,0,"McNamee, Mr. Neal",Hombre,376566,16.1
1011,3,0,"McNamee, Mrs. Neal (Eileen O'Leary)",Mujer,376566,16.1
1012,3,0,"McNeill, Miss. Bridget",Mujer,370368,7.75
1013,3,0,"Meanwell, Miss. (Marion Ogden)",Mujer,SOTON/O.Q. 392087,8.05
1014,3,0,"Meek, Mrs. Thomas (Annie Louise Rowley)",Mujer,343095,8.05
1015,3,0,"Meo, Mr. Alfonzo",Hombre,A.5. 11206,8.05
1016,3,0,"Mernagh, Mr. Robert",Hombre,368703,7.75
1017,3,1,"Midtsjo, Mr. Karl Albert",Hombre,345501,7.775
1018,3,0,"Miles, Mr. Frank",Hombre,359306,8.05
1019,3,0,"Mineff, Mr. Ivan",Hombre,349233,7.8958
1020,3,0,"Minkoff, Mr. Lazar",Hombre,349211,7.8958
1021,3,0,"Mionoff, Mr. Stoytcho",Hombre,349207,7.8958
1022,3,0,"Mitkoff, Mr. Mito",Hombre,349221,7.8958
1023,3,1,"Mockler, Miss. Helen Mary ""Ellie""",Mujer,330980,7.8792
1024,3,0,"Moen, Mr. Sigurd Hansen",Hombre,348123,7.65
1025,3,1,"Moor, Master. Meier",Hombre,392096,12.475
1026,3,1,"Moor, Mrs. (Beila)",Mujer,392096,12.475
1027,3,0,"Moore, Mr. Leonard Charles",Hombre,A4. 54510,8.05
1028,3,1,"Moran, Miss. Bertha",Mujer,371110,24.15
1029,3,0,"Moran, Mr. Daniel J",Hombre,371110,24.15
1030,3,0,"Moran, Mr. James",Hombre,330877,8.4583
1031,3,0,"Morley, Mr. William",Hombre,364506,8.05
1032,3,0,"Morrow, Mr. Thomas Rowan",Hombre,372622,7.75
1033,3,1,"Moss, Mr. Albert Johan",Hombre,312991,7.775
1034,3,1,"Moubarek, Master. Gerios",Hombre,2661,15.2458
1035,3,1,"Moubarek, Master. Halim Gonios (""William George"")",Hombre,2661,15.2458
1036,3,1,"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)",Mujer,2661,15.2458
1037,3,1,"Moussa, Mrs. (Mantoura Boulos)",Mujer,2626,7.2292
1038,3,0,"Moutal, Mr. Rahamin Haim",Hombre,374746,8.05
1039,3,1,"Mullens, Miss. Katherine ""Katie""",Mujer,35852,7.7333
1040,3,1,"Mulvihill, Miss. Bertha E",Mujer,382653,7.75
1041,3,0,"Murdlin, Mr. Joseph",Hombre,A./5. 3235,8.05
1042,3,1,"Murphy, Miss. Katherine ""Kate""",Mujer,367230,15.5
1043,3,1,"Murphy, Miss. Margaret Jane",Mujer,367230,15.5
1044,3,1,"Murphy, Miss. Nora",Mujer,36568,15.5
1045,3,0,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",Hombre,347078,7.75
1046,3,0,"Naidenoff, Mr. Penko",Hombre,349206,7.8958
1047,3,1,"Najib, Miss. Adele Kiamie ""Jane""",Mujer,2667,7.225
1048,3,1,"Nakid, Miss. Maria (""Mary"")",Mujer,2653,15.7417
1049,3,1,"Nakid, Mr. Sahid",Hombre,2653,15.7417
1050,3,1,"Nakid, Mrs. Said (Waika ""Mary"" Mowad)",Mujer,2653,15.7417
1051,3,0,"Nancarrow, Mr. William Henry",Hombre,A./5. 3338,8.05
1052,3,0,"Nankoff, Mr. Minko",Hombre,349218,7.8958
1053,3,0,"Nasr, Mr. Mustafa",Hombre,2652,7.2292
1054,3,0,"Naughton, Miss. Hannah",Mujer,365237,7.75
1055,3,0,"Nenkoff, Mr. Christo",Hombre,349234,7.8958
1056,3,1,"Nicola-Yarred, Master. Elias",Hombre,2651,11.2417
1057,3,1,"Nicola-Yarred, Miss. Jamila",Mujer,2651,11.2417
1058,3,0,"Nieminen, Miss. Manta Josefina",Mujer,3101297,7.925
1059,3,0,"Niklasson, Mr. Samuel",Hombre,363611,8.05
1060,3,1,"Nilsson, Miss. Berta Olivia",Mujer,347066,7.775
1061,3,1,"Nilsson, Miss. Helmina Josefina",Mujer,347470,7.8542
1062,3,0,"Nilsson, Mr. August Ferdinand",Hombre,350410,7.8542
1063,3,0,"Nirva, Mr. Iisakki Antino Aijo",Hombre,SOTON/O2 3101272,7.125
1064,3,1,"Niskanen, Mr. Juha",Hombre,STON/O 2. 3101289,7.925
1065,3,0,"Nosworthy, Mr. Richard Cater",Hombre,A/4. 39886,7.8
1066,3,0,"Novel, Mr. Mansouer",Hombre,2697,7.2292
1067,3,1,"Nysten, Miss. Anna Sofia",Mujer,347081,7.75
1068,3,0,"Nysveen, Mr. Johan Hansen",Hombre,345364,6.2375
1069,3,0,"O'Brien, Mr. Thomas",Hombre,370365,15.5
1070,3,0,"O'Brien, Mr. Timothy",Hombre,330979,7.8292
1071,3,1,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",Mujer,370365,15.5
1072,3,0,"O'Connell, Mr. Patrick D",Hombre,334912,7.7333
1073,3,0,"O'Connor, Mr. Maurice",Hombre,371060,7.75
1074,3,0,"O'Connor, Mr. Patrick",Hombre,366713,7.75
1075,3,0,"Odahl, Mr. Nils Martin",Hombre,7267,9.225
